Datetime,Latitude,Longitude,Kedalaman,Magnitude,Type,Keterangan,Dirasakan,M,D,MD
8/17/2018,-2.1,114.6056486,82,0,,,,,,
8/18/2018,-5.4,115.2305471,82,0,,,,,,
8/19/2018,-1.4,110.7698264,82,0,,,,,,
8/20/2018,-1,108.1971805,82,0,,,,,,
8/21/2018,0,112.8522327,82,0,,,,,,
8/22/2018,-9.56,112.81,10,3.9,MLv,"
	Pusat gempa di laut 146 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
8/23/2018,-8.12,111.78,7,3,MLv,"
	Pusat gempa di darat, 8 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1
8/24/2018,-9.03,110.11,16,3.9,MLv,"
	Pusat gempa di laut 124 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
8/25/2018,-10.89,111.88,14,4.8,M,"
	Pusat gempa dilaut 308 km BaratDaya Blitar - Jatim
",TIDAK,M4,D1,M4D1
8/26/2018,-3,115.6931923,82,0,,,,,,
8/27/2018,0.2,111.0646432,82,0,,,,,,
8/28/2018,-8.14,109.89,10,2.8,MLv,"
	Pusat gempa di laut 46 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D1,M2D1
8/29/2018,-8.9,110.25,10,3.7,MLv,"
	Pusat gempa dilaut104 km BaratDaya Gunungkidul - DI Yogyakarta
",TIDAK,M3,D1,M3D1
8/31/2018,-8.3,110.58,114,2.9,MLv,"
	Pusat gempa di laut 30 km BaratDaya GunungKidul-DIY
",TIDAK,M2,D2,M2D2
9/1/2018,-1.2,111.3496874,90,0,,,,,,
9/2/2018,-6.6,110.1552142,90,0,,,,,,
9/3/2018,-8.16,112.86,128,3.4,MLv,"
	Pusat gempa di darat 18 km TimurLaut KAb-MALANG-JATIM
",TIDAK,M3,D2,M3D2
9/4/2018,-4,107.0631627,90,0,,,,,,
9/5/2018,-8.88,111.69,30,3.9,M,"
	Pusat gempa di laut, 88 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M3,D1,M3D1
9/6/2018,-8.96,112.41,30,3.1,MLv,"
	Pusat gempa dilaut 86 km BaratDaya KAB-MALANG-JATIM
	&nbsp;
",TIDAK,M3,D1,M3D1
9/7/2018,-8.61,109.37,28,3.3,MLv,"
	Pusat gempa di laut 108 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1
9/8/2018,-1.5,109.6345225,90,0,,,,,,
9/9/2018,-8.5,111.98,90,4.1,MLv,"
	Pusat gempa di laut 45 km Tenggara TULUNGAGUNG-JATIM
",TIDAK,M4,D2,M4D2
9/10/2018,-10.05,112.02,25,3.6,MLv,"
	Pusat gempa di laut 214 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1
9/11/2018,-4.1,117.3464817,92,0,,,,,,
9/12/2018,-8.32,109.72,72,3.2,MLv,"
	Pusat gempa di laut 72 km Tenggara KEBUMEN-JATENG
",TIDAK,M3,D2,M3D2
9/13/2018,-10.13,112.46,30,3.7,MLv,"
	Pusat gempa dilaut 211 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
9/14/2018,-4,120.0410117,92,0,,,,,,
9/15/2018,-8.58,111.47,107,3.9,MLv,"
	Pusat gempa di laut, 60 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
9/16/2018,-8.79,109.9,12,4.2,MLv,"
	Pusat gempa di laut, 110 km BaratDaya BANTUL-DIY
",TIDAK,M4,D1,M4D1
9/17/2018,-8.79,111,10,2.7,MLv,"
	Pusat gempa di laut 68 km Barat daya Pacitan Jatim
",TIDAK,M2,D1,M2D1
9/18/2018,-10.23,113.34,10,3.5,MLv,"
	Pusat gempa di laut 231 km Tenggara Malang - Jawa Timur
",TIDAK,M3,D1,M3D1
9/19/2018,-9.1,111.23,21,3.5,MLv,"
	Pusat gempa di laut 103 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
9/20/2018,-8.82,109.02,10,3.6,MLv,"
	Pusat gempa di laut 124 km Barat daya Cilacap Jateng
",TIDAK,M3,D1,M3D1
9/21/2018,-9.24,111.74,10,4,M,"
	Pusat gempa berada di laut 128 km Tenggara TRENGGALEK-JATIM
	&nbsp;
",TIDAK,M3,D1,M3D1
9/22/2018,-9.71,112.89,10,3.5,MLv,"
	Pusat gempa di laut 164 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
9/23/2018,-2.8,113.3776949,92,0,,,,,,
9/24/2018,-6.3,115.0497452,92,0,,,,,,
9/25/2018,-2.9,110.0216105,92,0,,,,,,
9/26/2018,-8.99,108.56,20,3.5,MLv,"
	Pusat gempa di laut 145 km BaratDaya KAB-PANGANDARAN-JABAR
",TIDAK,M3,D1,M3D1
9/27/2018,-6.6,111.5799248,92,0,,,,,,
9/28/2018,-8.75,112.23,29,3.2,MLv,"
	Pusat gempa di laut 68 km Tenggara KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1
9/29/2018,-0.1,108.2978691,92,0,,,,,,
9/30/2018,-9.33,112.92,25,4,MLv,"
	Pusat gempa di laut 123 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
10/1/2018,-8.38,110.04,60,2.7,MLv,"
	Pusat gempa di laut 62 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D2,M2D2
10/2/2018,-10.58,109.38,30,4.6,MLv,"
	Pusat gempa di laut 314 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M4,D1,M4D1
10/3/2018,-8.88,110.3,11,3.4,MLv,"
	Pusat gempa di laut 100 km Barat Daya Gunungkidul - DIY
",TIDAK,M3,D1,M3D1
10/4/2018,-2.5,115.3791754,102,0,,,,,,
10/5/2018,-8.38,108.85,40,3.9,M,"
	Pusat gempa di laut, 78 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
10/6/2018,-9.1,110.25,10,3.6,MLv,"
	Pusat gempa di laut 125 km barat daya Gunungkidul DIY
",TIDAK,M3,D1,M3D1
10/7/2018,-9.1,112.17,154,3.9,MLv,"
	Pusat gempa di laut 107 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D2,M3D2
10/8/2018,-7.58,111.85,15,2.6,MLv,"
	Pusat gempa di darat 6 km BaratLaut NGANJUK-JATIM
",TIDAK,M2,D1,M2D1
10/9/2018,-6.19,113.07,576,4.6,M,"
	Pusat gempa di laut 95 km TimurLaut BANGKALAN-JATIM
",TIDAK,M4,D3,M4D3
10/10/2018,-1.5,107.7224579,10,0,,,,,,
10/11/2018,-9.54,112.73,10,3.4,MLv,"
	Pusat gempa dilaut 158 km Tenggara Kab.Malang - JATIM
",TIDAK,M3,D1,M3D1
10/12/2018,-5.1,116.9019398,10,0,,,,,,
10/13/2018,-6.3,112.8582538,10,0,,,,,,
10/14/2018,-9.25,111.98,16,3.4,MLv,"
	Pusat gempa di laut 127 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1
10/15/2018,-0.2,119.1022161,10,0,,,,,,
10/16/2018,-9.21,113.07,10,3.9,MLv,"
	Pusat gempa berada di laut 114 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
10/17/2018,-8.5,108.63,52,3.3,MLv,"
	Pusat gempa di laut 90 km BaratDaya KAB-PANGANDARAN-JABAR
",TIDAK,M3,D1,M3D1
10/18/2018,-9.47,112.79,30,3.8,MLv,"
	Pusat gempa di laut 136 Km Tenggara Kab. Malang-Jatim
",TIDAK,M3,D1,M3D1
10/19/2018,-8.86,110.32,20,3.2,,"
	Pusat gempa di Laut 97 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/20/2018,-0.1,112.3260989,10,0,,,,,,
10/21/2018,-0.7,106.058673,10,0,,,,,,
10/22/2018,-10.52,109.45,30,3.9,MLv,"
	Pusat gempa di laut 305 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/23/2018,-7.56,113.51,10,3.3,MLv,"
	Pusat gempa di laut 34 km timur laut Kab. Probolinggo Jatim
",TIDAK,M3,D1,M3D1
10/24/2018,-0.6,111.1862874,10,0,,,,,,
10/25/2018,-9.08,110.37,10,3.7,M,"
	Pusat gempa di laut,119 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/26/2018,-6.6,113.7501384,10,0,,,,,,
10/27/2018,-8.9,110.29,60,3,MLv,"
	Pusat gempa di laut 103 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D2,M2D2
10/28/2018,-9.58,112.92,10,4.1,MLv,"
	Pusat gempa di laut 150 km Tenggara KAB-MALANG-JATIM
",TIDAK,M4,D1,M4D1
10/29/2018,-4.1,106.0749356,10,0,,,,,,
10/30/2018,-8.32,108.81,28,2.5,M,"
	Pusat gempa di laut 72 km Tenggara KAB-PANGANDARAN-JABAR
",TIDAK,M2,D1,M2D1
10/31/2018,-8.96,109.8,10,3.2,MLv,"
	Pusat gempa di laut 132 Km Barat Daya Bantul - DIY
",TIDAK,M3,D1,M3D1
11/1/2018,-8.31,109.01,27,2.9,M,"
	Pusat gempa di laut 68 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D1,M2D1
11/2/2018,-9.06,110.51,10,3.1,MLv,"
	Pusat gempa dilaut 114 km baratdaya Gunungkidul-DIY
",TIDAK,M3,D1,M3D1
11/3/2018,-10.19,109.31,10,4.7,MLv,"
	Pusat gempa di laut 278 km BaratDaya Bantul
",TIDAK,M4,D1,M4D1
11/4/2018,-3.6,108.4762991,112,0,,,,,,
11/5/2018,-9.46,113.95,10,3,MLv,"
	Pusat gempa di laut 142 km BaratDaya JEMBRANA-BALI
",TIDAK,M2,D1,M2D1
11/6/2018,-8.65,111.31,20,3.3,MLv,"
	Pusat gempa di laut 57 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
11/7/2018,-9.58,112.89,17,3.1,MLv,"
	Pusat gempa di laut 149 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
11/8/2018,-5.7,115.460873,112,0,,,,,,
11/9/2018,-9.14,113.19,24,2.9,M,"
	Pusat gempa di laut 112 km BaratDaya Lumajang-JATIM
",TIDAK,M2,D1,M2D1
11/10/2018,-8.14,113.87,10,3,MLv,"
	Pusat gempa di darat 19 km BaratDaya BONDOWOSO-JATIM
",TIDAK,M2,D1,M2D1
11/11/2018,-8.86,110.33,15,3.2,MLv,"
	Pusat gempa di laut 97 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
11/12/2018,-8.57,109.04,10,2.9,MLv,"
	Pusat gempa di laut 96 km Tenggara Cilacap - Jawa Tengah
",TIDAK,M2,D1,M2D1
11/13/2018,-4.7,107.9332819,11,0,,,,,,
11/14/2018,-8.79,112.28,36,3,MLv,"
	Pusat gempa di laut 73 km Tenggara KAB-BLITAR-JATIM
",TIDAK,M2,D1,M2D1
11/15/2018,-7.4,115.83422,11,0,,,,,,
11/16/2018,-9.79,111.75,20,3.3,MLv,"
	Pusat gempa berada di laut 189 km Tenggara TRENGGALEK-JATIM
",TIDAK,M3,D1,M3D1
11/17/2018,-8.8,111.19,10,3,MLv,"
	Pusat gempa di laut 69 km Tenggara Pacitan-Jatim
",TIDAK,M2,D1,M2D1
11/18/2018,-8.62,112.58,102,2.9,MLv,"
	Pusat gempa di laut, 44 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M2,D2,M2D2
11/19/2018,-8.82,112.11,27,2.6,MLv,"
	Pusat gempa di laut, 77 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M2,D1,M2D1
11/20/2018,-8.37,108.73,32,2.8,MLv,"
	Pusat gempa di laut 76 km Tenggara KAB-PANGANDARAN-JABAR
",TIDAK,M2,D1,M2D1
11/21/2018,-8.92,112.42,25,3.2,MLv,"
	Pusat gempa di laut 82 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
11/22/2018,-7.82,111.53,11,2.5,MLv,"
	Pusat gempa di darat 8 km TimurLaut Ponorogo Jatim
",TIDAK,M2,D1,M2D1
11/23/2018,-10.9,108.92,30,3.9,MLv,"
	Pusat gempa di laut, 355 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
11/24/2018,-9.39,113.95,14,2.9,MLv,"
	Pusat gempa di laut, 111 km BaratDaya BANYUWANGI JATIM
",TIDAK,M2,D1,M2D1
11/25/2018,-8.96,109.94,23,4.1,MLv,"
	Pusat gempa di laut 125 km BaratDaya BANTUL-DIY
",TIDAK,M4,D1,M4D1
11/26/2018,-3.6,106.7869167,11,0,,,,,,
11/27/2018,-8.39,109.31,28,2.6,MLv,"
	pusat gempa di laut 83 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1
11/28/2018,-8.44,110.71,10,2.8,MLv,"
	Pusat gempa di laut, 46 km Tenggara GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
11/29/2018,-8.59,110.77,9,3.3,MLv,"
	Pusat gempa di laut, 58 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
11/30/2018,-8.81,110.23,28,3.2,MLv,"
	Pusat gempa di laut 96 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
12/1/2018,-0.9,117.9305726,122,0,,,,,,
12/2/2018,-8.6,109.79,16,3.7,MLv,"
	Pusat gempa di laut 95 km BaratDaya KULONPROGO-DIY
",TIDAK,M3,D1,M3D1
12/3/2018,-8.75,111.25,39,3.1,MLv,"
	Pusat gempa di laut 65 km Tenggara Pacitan Jatim
",TIDAK,M3,D1,M3D1
12/4/2018,-9.26,111.99,173,3.8,MLv,"
	Pusat gempa di laut 128 km Barat Daya Blitar Jawa Timur
",TIDAK,M3,D2,M3D2
12/5/2018,-8.81,112.12,30,3.1,M,"
	Pusat gempa dilaut 76 km Barat Daya Bitar Jawa Timur
",TIDAK,M3,D1,M3D1
12/6/2018,-9.5,110.07,50,3.3,MLv,"
	Pusat gempa di laut 174 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
12/7/2018,-9.41,113.57,10,3.7,MLv,"
	Pusat gempa di laut 138 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
12/8/2018,-8.96,110.59,10,3,MLv,"
	Pusat gempa di Laut&nbsp; 103 km BaratDaya Gunung Kidul - D.I Yogyakarta
",TIDAK,M2,D1,M2D1
12/9/2018,-9.55,112.84,10,3.3,MLv,"
	Pusat gempa di laut, 145 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
12/10/2018,-9.14,113.29,26,3.2,MLv,"
	Pusat gempa di laut 116 km Barat Daya JEMBER-JATIM)
",TIDAK,M3,D1,M3D1
12/11/2018,-8.24,108.93,49,2.7,MLv,"
	Pusat gempa di laut 61 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D1,M2D1
12/12/2018,-9.27,113.44,12,2.8,MLv,"
	Pusat gempa dilaut 125 km BaratDaya Jember - Jawa Timur
",TIDAK,M2,D1,M2D1
12/13/2018,-4.5,118.8980771,12,0,,,,,,
12/14/2018,-9,112.69,30,3.9,MLv,"
	Pusat gempa di laut 84 km barat daya kab Malang Jatim
",TIDAK,M3,D1,M3D1
12/15/2018,-8.46,108.88,11,2.7,MLv,"
	Pusat gempa di laut 86 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D1,M2D1
12/16/2018,-5.9,108.6132332,12,0,,,,,,
12/17/2018,-8.44,109.2,40,3.8,MLv,"
	Pusat gempa di laut 83 km Tenggara Cilacap Jateng
",TIDAK,M3,D1,M3D1
12/18/2018,-9.02,111.17,10,4.6,MLv,"
	Pusat gempa di laut, 93 km Tenggara PACITAN-JATIM, dirasakan II-III MMI di trenggalek Jawa Timur
",TIDAK,M4,D1,M4D1
12/19/2018,-9.42,112.78,10,3,MLv,"
	Pusat gempa di laut 131 km Tenggara KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1
12/20/2018,-9.17,113.02,10,2.8,MLv,"
	Pusat gempa berada di laut 132 km Tenggara Malang - JATIM
",TIDAK,M2,D1,M2D1
12/21/2018,-6.9,107.5433273,12,0,,,,,,
12/22/2018,-8.35,108.94,45,2.6,MLv,"
	Pusat gempa dilaut 73 km Barat Daya Cilacap Jateng
",TIDAK,M2,D1,M2D1
12/23/2018,-8.47,111.08,10,2.9,MLv,Pusat Gempa dilaut 32 km Barat Daya PACITAN-JATIM,TIDAK,M2,D1,M2D1
12/24/2018,-5.8,119.7180568,12,0,,,,,,
12/25/2018,-8.83,111.38,10,3.6,MLv,"
	Pusat gempa di laut 78 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
12/26/2018,-9.4,112.83,29,3.2,MLv,"
	Pusat gempa dilaut 129 km tenggara Kab. Malang - Jatim
",TIDAK,M3,D1,M3D1
12/27/2018,-8.83,110.9,10,2.9,MLv,"
	Pusat gempa di laut 75 km Barat daya Pacitan Jatim
",TIDAK,M2,D1,M2D1
12/28/2018,-8.98,112.76,10,3.3,MLv,"Pusat gempa (105 km Tenggara Malang-JATIM
",TIDAK,M3,D1,M3D1
12/29/2018,-9.02,112.72,10,3.3,MLv,"
	Pusat gempa di laut 86 km tenggara Kab. Malang - Jawa Timur
",TIDAK,M3,D1,M3D1
12/30/2018,-9.6,113.93,20,3.1,MLv,Pusat gempa di laut 157 km Barat Daya JEMBRANA-BALI,TIDAK,M3,D1,M3D1
12/31/2018,-9.24,113.12,10,3.7,MLv,Pusat gempa di laut 119 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
1/1/2019,-8.73,111.92,184,3.5,MLv,"	Pusat gempa di laut 71 km Barat Daya TULUNGAGUNG-JATIM",TIDAK,M3,D2,M3D2
1/2/2019,-8.85,112.38,89,3.4,MLv,"	Pusat gempa di laut, 77 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2
1/3/2019,-9.02,109.78,10,4.1,MLv,"	Pusat gempa di laut, 139 km BaratDaya BANTUL-DIY",TIDAK,M4,D1,M4D1
1/4/2019,-9.21,111.85,20,3.1,MLv,"	Pusat gempa berada di laut 124 km Barat Daya Tulung Agung-Jatim",TIDAK,M3,D1,M3D1
1/5/2019,-10.18,108.57,10,4.1,MLv,"	Pusat gempa di laut 277 km BaratDaya KAB-PANGANDARAN-JABAR",TIDAK,M4,D1,M4D1
1/6/2019,-10.08,108.83,10,3.8,MLv,"	Pusat gempa di laut 265 km barat daya cilacap Jateng",TIDAK,M3,D1,M3D1
1/7/2019,-8.32,109.09,11,4.5,M,"	Pusat gempa di laut 69 km Tenggara CILACAP-JTENG.dirasakan di Pangandaran, Cilacap I-II MMI ",YA,M4,D1,M4D1
1/8/2019,-8.85,111.67,10,3,MLv,"Pusat gempa 	di laut 85 km BaratDaya TRENGGALEK-JATIM",TIDAK,M2,D1,M2D1
1/9/2019,-8.7,113.61,79,3.7,MLv,"	Pusat gempa di laut 59 km BaratDaya JEMBER-JATIM",TIDAK,M3,D2,M3D2
1/10/2019,-8.74,111.77,30,2.7,MLv,"	Pusat gempa dilaut 72 km tenggara Trenggalek-Jatim",TIDAK,M2,D1,M2D1
1/11/2019,-9.26,112.98,10,3.2,MLv,"	Pusat gempa di laut 116 km Tenggara kab Malang Jatim",TIDAK,M3,D1,M3D1
1/12/2019,-7.86,111.99,9,2.1,MLv,"	Pusat gempa di darat, 3 km BaratDaya KOTA-KEDIRI-JATIM",TIDAK,M2,D1,M2D1
1/13/2019,-10.24,109,20,4,M,"	Pusat gempa di laut, 282 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1
1/14/2019,-8.87,110.77,17,2.8,MLv,"	Pusat gempa di laut 85 km BD Pacitan",TIDAK,M2,D1,M2D1
1/15/2019,-9.23,111.96,20,3.5,MLv,"	Pusat gempa di laut 125 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
1/16/2019,-10.82,110.86,10,3.8,MLv,"	Pusat gempa di laut 293 km Barat daya Pacitan Jatim",TIDAK,M3,D1,M3D1
1/17/2019,-10.43,113.28,10,4.3,MLv,"	Pusat gempa dilaut 251 km Tenggara KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1
1/18/2019,-9.06,112.35,30,2.8,MLv,"	Pusat gempa di laut, 99 km Barat Daya KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
1/19/2019,-9.08,112.73,10,2.6,MLv,"	Pusat gempa di laut 93km Tenggara Kab Malang Jatim",TIDAK,M2,D1,M2D1
1/20/2019,-10.76,111.59,10,3.8,MLv,"	Pusat gempa di laut 291 km Tenggara Pacitan",TIDAK,M3,D1,M3D1
1/21/2019,-8.77,108.86,10,3.3,MLv,"	Psat gempa di laut 120 km Barat Daya Cilacap - Jateng",TIDAK,M3,D1,M3D1
1/22/2019,-9.01,111.29,28,3.2,MLv,"	Pusat gempa di laut 94 km Tenggara PACITAN-JATIM",TIDAK,M3,D1,M3D1
1/23/2019,-9.42,112.89,8,3,MLv,"	pusat gempa di lau 147 Km Selatan LUMAJANG - JATIM",TIDAK,M2,D1,M2D1
1/24/2019,-9,112.93,87,3.8,MLv,"	Pusat Gempa dlaut 87 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2
1/25/2019,-8.92,112.75,11,3.4,MLv,"	Pusat gempa di laut 75 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
1/26/2019,-6.6,114.8430958,12,0,,,,,,
1/27/2019,-9.11,113,10,2.9,MLv,"	Pusat gempa di laut 101 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
1/28/2019,-9.06,110.19,10,3.1,MLv,"	Pusat gempa di laut, 123 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
1/29/2019,-8.59,111.32,106,3.9,M,"	Pusat gempa dilaut 51 km tenggara Pacitan - Jatim",TIDAK,M3,D2,M3D2
1/30/2019,-8.53,112.23,104,3.3,MLv,"	Pusat gempa dilaut 44 km tengara Kab. Blitar-Jatim",TIDAK,M3,D2,M3D2
1/31/2019,-9.63,111.84,9,3.7,MLv,"	Pusat gempa di laut 171 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
2/1/2019,-9.1,112.44,10,3.6,MLv,"	Pusat gempa di laut, 100 km BaratDaya KAB-MALANG-JATI",TIDAK,M3,D1,M3D1
2/2/2019,-3.2,112.5263568,20,0,,,,,,
2/3/2019,-9.16,113.36,10,2.8,MLv,"	Pusat gempa dilaut 116 km BaratDaya JEMBER-JATIM",TIDAK,M2,D1,M2D1
2/4/2019,-7.23,109.46,18,2.5,MLv,"	Pusat gempa di darat 9 km TimurLaut PURBALINGGA-JATEN",TIDAK,M2,D1,M2D1
2/5/2019,-2.5,106.9403896,20,0,,,,,,
2/6/2019,-8.85,111.57,23,3.1,MLv,"	Pusat gempa di laut 65 km BaratDaya Trenggalek Jatim",TIDAK,M3,D1,M3D1
2/7/2019,-8.58,113.01,99,3.2,MLv,"	Pusat gempa di laut 49 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2
2/8/2019,1,113.7627675,20,0,,,,,,
2/9/2019,-7.93,110.75,25,2.2,MLv,"	Pusat gempa didarat 18 km timur laut Gunungkidul-DIY",TIDAK,M2,D1,M2D1
2/10/2019,-8.52,108.71,25,3.6,MLv,"	Pusat gempa di laut 93 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M3,D1,M3D1
2/11/2019,-2.1,107.6828457,22,0,,,,,,
2/12/2019,-9.23,109.97,30,3.5,MLv,"	Pusat gempa di laut 151 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
2/13/2019,-9.15,112.58,15,4.8,MLv,"	Pusat gempa di laut 101 km BaratDaya KAB-MALANG-JATI",TIDAK,M4,D1,M4D1
2/14/2019,-9.03,112.74,10,4,MLv,"	Pusat gempa di laut 87 km Tenggara Kab. Malanag Jatim",TIDAK,M3,D1,M3D1
2/15/2019,-7.4,112.8851937,22,0,,,,,,
2/16/2019,-9.68,113.9,10,2.8,MLv,"	Pusat gempa dilaut 166 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1
2/17/2019,-8.87,112.54,20,3.1,MLv,"	Pusat gempa di laut, 72 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
2/18/2019,-9.51,113.84,10,3.1,MLv,"	Pusat gempa di laut 149 km Tenggara JEMBER-JATIM",TIDAK,M3,D1,M3D1
2/19/2019,-6.65,109.31,11,2.7,MLv,"	pusat gempa di laut 30 km BaratLaut PEMALANG-JATENG",TIDAK,M2,D1,M2D1
2/20/2019,-9.56,113.99,12,2.9,MLv,"	Pusat gempa dilaut 150 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1
2/21/2019,-9.2,112.8,35,3.8,M,"	Pusat gempa di laut 106 Km Tenggara Kab. Malang - Jawa Timur",TIDAK,M3,D1,M3D1
2/22/2019,-9.15,112.75,21,3,MLv,"	Pusat gempa di laut 100 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
2/23/2019,-9.69,112.76,11,4.1,,"	Pusat gempa di laut 160 km Tenggara Kab. Malang Jatim",TIDAK,M4,D1,M4D1
2/24/2019,-9.23,113.46,24,2.9,MLv,"	Pusat gempa di laut 120 km BaratDaya JEMBER-JATIM",TIDAK,M2,D1,M2D1
2/25/2019,-6.9,107.9439739,22,0,,,,,,
2/26/2019,-3.9,107.7444865,22,0,,,,,,
2/27/2019,-9.12,113.23,29,3,MLv,"	Pusat gempa di laut, 113 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
2/28/2019,-9.12,113.23,29,0,,,,,,
3/1/2019,-9.3,113.96,23,2.8,MLv,"	Pusat gempa di laut 127 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1
3/2/2019,-7.76,110.96,10,2.4,MLv,"	Pusat gempa didarat 16 km BaratLaut WONOGIRI-JATENG",TIDAK,M2,D1,M2D1
3/3/2019,-8.39,109.17,30,4,MLv,"	Pusat gempa di laut, 78 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1
3/4/2019,-3.8,112.5348838,30,0,,,,,,
3/5/2019,-9.07,111.29,10,2.9,MLv,"	Pusat gempa di laut 101 km Tenggara Pacitan",TIDAK,M2,D1,M2D1
3/6/2019,-4.7,113.4905866,30,0,,,,,,
3/7/2019,-8.7,110.29,31,3,MLv,"	Pusat gempa dilaut 82 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
3/8/2019,-9.04,110.26,10,3.1,MLv,"	Pusat gempa di laut, 118 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
3/9/2019,-9.22,111.03,23,4.3,MLv,"	pusat gempa di laut 115 km barat daya Pacitan Jatim",TIDAK,M4,D1,M4D1
3/10/2019,-9.51,112.59,10,5,MLv,"	Pusat gempa di laut, 141 km BaratDaya KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1
3/11/2019,-8.69,109.24,10,2.9,MLv,"	Pusat gempa di laut 112 km Tenggara CILACAP-JATENG",TIDAK,M2,D1,M2D1
3/12/2019,-5.78,110.17,570,4.9,MLv,"	Pusat gempa dilaut 104 km BaratLaut JEPARA-JATENG",TIDAK,M4,D3,M4D3
3/13/2019,-2.6,116.417488,32,0,,,,,,
3/14/2019,-10.85,112.25,20,4.2,MLv,"	Pusat gempa di laut, 294 km BaratDaya KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1
3/15/2019,-5,114.5157762,32,0,,,,,,
